Author	Rating	Review	Restaurant	Location
Andre Schoch	5	This popular Old Town cafÃ© is a bit cramped, but they offer quality food and very good coffees. The menu is Western-Asian fusion with some interesting dishes such as the 'spaghetti pork buddies', pasta with roasted pork and crackling (RM20) which was as tasty as it sounds	Aud's Cafe	Ipoh
William Ng	4	Converted from an old barber shop. Good service staff. Avo Joe (RM15 - avacado blended with espresso) is surprisingly good. They don't cancel each other out. Avo Regina (RM15 - avacado blended with milk) is a simpler drink. Mains weren't	Aud's Cafe	Ipoh
Matthew Galat	5	This was a fantastic little coffee shop. I stayed there for two days almost all day editing videos because Iâ€™m a YouTuber. The staff was really nice and had a great conversation with them as well as having good access to electricity and a nice clean table and good food to eat.	Aud's Cafe	Ipoh
Debbie Ng	4	Super cosy cafe. The pulled pork sandwich was delicious, coffee was amazing...and really helpful staff!	Aud's Cafe	Ipoh
miruku's Garden	5	Like the place so much, very cozy and quiet. I had Cha Jiang Rice, and avocado+mango, both were superb. Will revisit :)	Aud's Cafe	Ipoh
Kirrosha Subramaniam	4	A small little vintage cafe...I nice play to hangout with your friends...I would like to really suggest their Big Breakfast and my favourite ice cube coffe..."IT'S A DEFINELTY A MUST TO TRY"!!!....â˜•â˜•â˜•	Aud's Cafe	Ipoh
Yong Tai	5	Big breakfast and mushroom aglio olio tasted amazing. Elvis toast and ice cube coffee were very innovative, though the ice cube coffee took very long to serve.	Aud's Cafe	Ipoh
inkedbyjamie	5	Not halal. But absolutely love the coffee. The pork sandwich was tender and flavoursome. GrabPay available too.	Aud's Cafe	Ipoh
Kevin Voon	5	Love the vintage & rustic ambiance here. The cortado coffee was great and good looking too. Couldnâ€™t tell more about the food as we didnâ€™t order any food except the coffee. Will visit again next time to try their food & dessert.	Aud's Cafe	Ipoh
Kit Teguh	4	Good coffee, friendly service, great atmosphere. I love the amount of wood they have in its interior, and thus, it is a good place to take a quiet break from visiting the city.	Aud's Cafe	Ipoh
CL Hong	4	Nice good, great environment. The shop is converted from old shop lot from olden times, preserving many of the "old" taste.	Aud's Cafe	Ipoh
Wen	3	Tried their pork sandwich, the taste itself is quite good actually, but the meat inside is too little! Think i ate half of the sandwich without any meat sigh. Also, the staffs asked us and another couple to order at the counter by ourselves, but they will go to your table and take your order if you come in group of 4.	Aud's Cafe	Ipoh
Richard Lingner	5	Great western breakfast, tasty long black coffee too. Nice ambience and friendly staff too. Highly recommended!	Aud's Cafe	Ipoh
MrSFinni	5	Too tasty to do a perfect instagram shoot ;-) very helpful and friendly staff! You definitely have to taste the smoothies - amazing!	Aud's Cafe	Ipoh
Clayton Chua	5	Came in for a drink and break. Really nice and quiet ambiance amidst the busy streets! Courteous and friendly staffs... Thumbs up! Keep it up! :)	Aud's Cafe	Ipoh
Ching Wen Jun	4	Great place to chill on a hot and stuffy afternoon. Loved their cake and coffee. Friendly staff here as well.	Aud's Cafe	Ipoh
Elaine Ng	5	Ice cube coffee is really good. Interestingly, so is the avocado mango smoothie..	Aud's Cafe	Ipoh
Ckcy	5	Came after brunch. Ice cube coffee-nutty, good acidic with good depth. As the warm milk melts the coffee, you get different layers of flavours. Never over milky. Worth to try.	Aud's Cafe	Ipoh
Kon Tsen	5	A friendly cafe. Attended the Singles EP by Jess Loh. A powerful singer with a deep voice. Very cozy environment to chill. Pls have more events like this in Ipoh thank you!	Aud's Cafe	Ipoh
Wong Kh	5	Love how the owner turn the old barber shop to classic kopitiam. The breakfast was best breakfast i tried so far.	Aud's Cafe	Ipoh
Serena Ang	4	Love their pork pasta and the cube coffee. Will definitely come back for more	Aud's Cafe	Ipoh
Bryan Lee	5	A bit pricey, portion okay, taste great and the atmosphere nostalgic yet comfy and modern. Owner, Audrey and staff very friendly and helpful! Great place for just about any occasion! Their signature ice cube coffee is the best!!! Can't get enough of it!!!	Aud's Cafe	Ipoh
kahmun lee	1	rm17 for two alice of bacon and bread. some cheese and veg. ðŸ™ƒ	Aud's Cafe	Ipoh
A Tan	5	The avocado milkshake is awesome. Definitely recommended!!	Aud's Cafe	Ipoh
Stella Yip	5	Trendy cafe serving the best belly pork rice and must try porky fries! Delicious!	Aud's Cafe	Ipoh
Cecy Esparza	5	Awesome charming place with lovely signs all over. The smoothies are pretty good, all natural and super concentrated as they don't add too much water or ice, pure fruit. Staff really nice as well.	Aud's Cafe	Ipoh
Xavier Gaubert-Amy	5	Super cute smoothie coffee shop in the heart of Ipoh old town. It's part of a range of trendy boutique shops, selling home made drinks, and food, decorated and designed with a lot of taste. The furniture are bric ans broc, second hand	Aud's Cafe	Ipoh
Adrian Nicholi Vincent	5	Brilliant Food and amazing atmosphere	Aud's Cafe	Ipoh
J C	5	Had the ice cube coffee which was very nice. Recommended	Aud's Cafe	Ipoh
Siegfried Shaun Dela Pena Tan	5	This must be one of the best I've been to. The wonderful aroma of B-A-C-O-N greeted me upon entry, and the somewhat vintage look and feel set the mood for a relaxing coffee break. The fact that it's tucked away in a very unassuming location	Aud's Cafe	Ipoh
Alex Ng	4	Simple breakfast menu consists of big breakfast, eggs Benedict, sandwiches, etc.. wide choice of coffee as well.. saw some other customers having what seems to be a unique hot chocolate.. food portions were ok.. plain water is also provided for foc..	Aud's Cafe	Ipoh
Cheryl Ashley	5	We never fail to head back here when we are down. They serve heart fulfilling food. Love their breakfast, rice bowls and the avocado drinks and ice cube coffee is a must try. Audrey & the team are also amazing hosts to top it off.	Aud's Cafe	Ipoh
claudia rico	5	One of the best places in Ipoh , the ice cube coffee is great , we had our breakfast and we were very satisfied. I love they use metalic strow actually I bought mine there , so for me it's worthy come here good quality and good price	Aud's Cafe	Ipoh
Shawn Lim	5	The servings are generous,  food is delicious. we ordered spaghetti, burger meal,big breakfast meal, garlic bread, pandan layer cake, latte and a few other side dishes.( yes all in one meal). Will return again one day and try other yummy	Aud's Cafe	Ipoh
Vinita Ganesh	5	Eggs benedict on point, pulled pork sandwich delicious and coffee was above average. The standout is the ambience and commitment to the general theme, typical of ipoh old town. Just lovely!	Aud's Cafe	Ipoh
EK Khor	5	Great coffee relax environment.	Aud's Cafe	Ipoh
Sy Tay	5	Very nice cake and coffee. Like it very much.	Aud's Cafe	Ipoh
Don Gomes	5	The one place you can get a decent garden salad, good serving size. The hamburger served on a charcoal bun is delicious.	Aud's Cafe	Ipoh
wen xuan loo	5	Really underrated cafe, with the best coffee and food around the area. Great hospitality from Audrey and her team! Really happy to discover this gem. Thank you!	Aud's Cafe	Ipoh
gspot coffee	5	Comfy spot to just sit in and relax. Conveniently located. Very friendly staff.	Aud's Cafe	Ipoh
tyler feng	5	not bad ðŸ˜Š	Aud's Cafe	Ipoh
LINA LEE JIA LING	5	Having event here is great!	Aud's Cafe	Ipoh
Banafsheh Yaghoobi	5	It was a really good cafe with the fair price and delicious foods I ordered a chicken sandwich and avocado juice and it was really good:)	Aud's Cafe	Ipoh
William Kam	5	Nice cosy Cafe with great coffee ðŸ‘	Aud's Cafe	Ipoh
Sharifah Hakimah	5	Their coffee is really nice compared to most places. Definitely worth it.	Aud's Cafe	Ipoh
Cathy Hatters	4	Just had cool drinks and then coffee,  but found both very refreshing and well made. Quirky place on a quirky block-uber cool,  uber nice	Aud's Cafe	Ipoh
Jes H	4	The place has a great variety of unique food ,however the taste can be improved to compete with other local cuisine which is more cheaper.	Aud's Cafe	Ipoh
Gilbert Tan	5	Excellent food and drinks	Aud's Cafe	Ipoh
ReverandCiderMan	4	Nice atmosphere and devour, food is good but not amazing and portions are quite small for the price. Efficient and friendly service.	Aud's Cafe	Ipoh
csm mac	5	Wonderful place for a lazy breakfast. Coffee is best in Ipoh and the staff attentive and informative.	Aud's Cafe	Ipoh
timothy pang	5	Definitely must try the avocado smoothies and the special ice cube coffee! :D	Aud's Cafe	Ipoh
Graham Robertson	5	Excellent coffee and pulled pork sandwich.   Friendly owners made us feel most welcome.	Aud's Cafe	Ipoh
Kent Ooi	5	Good food and drinks (especially the hot chocolate) with a super cozy vibe.	Aud's Cafe	Ipoh
Zhi Yu Tan	5	Nice cafe with Free WiFi. Toilet is not in the premise.	Aud's Cafe	Ipoh
Akiko - Hip Hapa - Thomas	5	A beautiful and refreshing way to start the New Years! Great people and delicious food!	Aud's Cafe	Ipoh
Keewin Ong	5	Excellent coffee. Fantastic food. Awesome service.	Aud's Cafe	Ipoh
Will Zheng	5	Super cozy and the staff just warm and amazing. The place I will always come back in Ipol. Thank you.	Aud's Cafe	Ipoh
Seymour Knowles-Barley	5	Great coffee :)	Aud's Cafe	Ipoh
John Alden	4	Good food and great service, thanks.	Aud's Cafe	Ipoh
ÐÐ¸ÐºÐ¸Ñ‚Ð° Ð¨Ð¸Ð³Ð¾Ð²	4	G great coffee. But no toilet(((	Aud's Cafe	Ipoh
Elaine Liew	4	Very nice food and good ambience.	Aud's Cafe	Ipoh
Hooi Koon Chua	4	Love the ice cube coffee with warm milk and brownies with ice cream.	Aud's Cafe	Ipoh
Cath	3	Coffee average. No plant based milk. Rather pricy.	Aud's Cafe	Ipoh
shan	1	I don't taste anything. The drinks are amazing	Aud's Cafe	Ipoh
Leif Gunnar HÃ¸vring	5	Really good food, drinks and friendly staff.	Aud's Cafe	Ipoh
SY Sam	3	Eggs Benedict was just okay whereas the iced long black was not good.	Aud's Cafe	Ipoh
Joanne Chin	5	Loved the coffee, definitely must visit!	Aud's Cafe	Ipoh
putry anggria	5	Heritage concept. Nice ðŸ‘	Aud's Cafe	Ipoh
Erlian Lim	4	Chill and easy, retained most of the features of a old school shop-lot. Worth to try ðŸ‘	Aud's Cafe	Ipoh
WL Phng	5	Great food in a cozy environment. Lovely!!	Aud's Cafe	Ipoh
Joe Ling	5	Nice food, great place to hang out...	Aud's Cafe	Ipoh
JonÃ¡s AnsÃ³	5	Good coffee	Aud's Cafe	Ipoh
Fason donban	3	A quiet dining place, not sure what's their speciality.	Aud's Cafe	Ipoh
Chew Ching	5	I love the food and quiet ambience	Aud's Cafe	Ipoh
ong kim sung	4	Great coffee n smoothies	Aud's Cafe	Ipoh
Jeremy Chan	5	Pork lard rice, the best!	Aud's Cafe	Ipoh
KOK WEI Ngooi	5	Good for coffee and talk place	Aud's Cafe	Ipoh
Hwee Rene Tan	2	Not worth the price.	Aud's Cafe	Ipoh
Keithandkin	5	Great double ristretto!	Aud's Cafe	Ipoh
6od5p33d	2	Overpriced. Foods so so	Aud's Cafe	Ipoh
D Wind	3	Hipster cafe in ipoh	Aud's Cafe	Ipoh
Gary Ko	5	Friendly and cozy place	Aud's Cafe	Ipoh
JiaJien Leong	5	Very cosy cafe	Aud's Cafe	Ipoh
Ken Yai	3	Cozy place, nice environment	Aud's Cafe	Ipoh
Hello Oppo	5	Superb breakfast	Aud's Cafe	Ipoh
rohana husin	4	Superb food	Aud's Cafe	Ipoh
Eugene Looi	4	Cozy environment	Aud's Cafe	Ipoh
Phil B	4	This is a quite nice cafe in Ipoh Old Town.The food is not halal, pork is served.The price level is matching similar cafe in the surrounding.	Aud's Cafe	Ipoh
Lim Ching Liang	5	One of favorite spot in Ipoh. Food and coffee are good. Environment are outstanding.	Aud's Cafe	Ipoh
JIMMY CHIN	4	The food tastes good and the portion is sufficient. The ambience is not outstanding, but it brings a simple style. The most pleasant thing for me is the signature Ice Cube Coffee. The coffee tastes very strong and	Aud's Cafe	Ipoh
L'amore e la vita	5	Yes, he has gone on a long journey from Dubai for more than 14,000 miles in search of your cafeUnfortunately, I made a mistake and entered the next cafÃ©.	Aud's Cafe	Ipoh
ì¡°ì˜í˜„	5	Calm cafe. Beer is also sold. Great place to go in when you're tired. There is also a food menu, which many people order while sitting. Packable!	Aud's Cafe	Ipoh
Goh Bryan	1	Bad service, waste my timeThe three of us waited at the door for about an hour, and we went in after two customers had finished their meals and left. The waiter asked about the number of	Aud's Cafe	Ipoh
literallyluisa	5	In contrast to other restaurants a bit more expensive, but still in the frame. My food (Spagetti Mushroom Aglio olio) was very good and flavorful.	Aud's Cafe	Ipoh
nurul hidayah	5	yummy ~ follow the SOP and clean	Aud's Cafe	Ipoh
HC Lew	3	Reasons	Aud's Cafe	Ipoh
adrian wong	3	ok la	Aud's Cafe	Ipoh
Fritzie Ivy	4	Personal taste, i like it	Aud's Cafe	Ipoh
Shanon MyLife	2	Expensive, food is average, not recommended	Aud's Cafe	Ipoh
linda chen	5	Coffee is very good	Aud's Cafe	Ipoh
vernoxic v	5	All time favourite Chinese restaurant that serves delicious dishes.If you are looking for a restaurant with great food to dine comfortably, this is	The Museum	Ipoh
SH Wong	5	Been to this place many times and yet still surprised by it's wat tan hor (wonder why we never order it previously), it's probably one of the best I ever had.  Certainly, the char siew is the best, while steam egg that's to perfection.   The Tatler Dining title is certainly well deserved.	The Museum	Ipoh
Alric Tong	5	A hidden jewel in Ipoh. Came to Ipoh many times this is one of the good food in Ipoh can offer. Price point is decent.Food offers is at the top of the quality. Seafood and fish are fresh. Food offer	The Museum	Ipoh
Jennifer Lee	4	The dishes served in the restaurant were all pretty on par. The portion was just right for the price. Must try the Char Siew with fair bit of fat which melted in mouth nicely. The tofu dish was another must-order item in the menu. We did	The Museum	Ipoh
Jere Kon	4	Consider the best char siu in town..it melts in your mouth.. lala is seasonal .. ordered sir fry with basil and cook to perfection. Will recommend this restaurant for general dining as menu has limited selection. overall its good for	The Museum	Ipoh
Peter Tan	5	Pretty good Cantonese cuisine. The Char Siew is the best here. The salted roasted chicken is also good. The Lala is not bad.	The Museum	Ipoh
Cy Cy	4	The food are fresh ,char siew is the best,it is suggested to try.	The Museum	Ipoh
Varman Ong	5	Non halal. The dry curry mee is marvelous. Place is clean and staff are nice.	The Museum	Ipoh
JC C (CuteDracul)	5	Superb char siew and soup!!! Char siew just melted in the mouth. The food here is very tasty!! Never knew there is such a gem here in Ipoh	The Museum	Ipoh
CY Ting	5	Best Char Siew in town. Do make a booking/reservation before you come on weekends as itâ€™s always full house.	The Museum	Ipoh
Ashley Goh Jr.	5	I never knew this place existed until I googled for good food places in Ipoh. Seeing the high ratings quickly got me on the phone making a reservation. The restaurant gave me an impression of a circus with its red and yellow theme colour .	The Museum	Ipoh
Kok Chuan Wong	4	Not sure to call this a restaurant or bistro but they surely serve very good Chinese food. In mandarin the shop name is é¬¼å¼é…’å®¶ which translate to western style Chinese restaurant. Whats important is that they serve good food and drinks. We	The Museum	Ipoh
Philly McNally	4	The char siu here is one of the best, half fatty half meat, though some might not like it due to the fats. The sauce on the char siu is thick and sweet, so good!! The place is a bit tiny so bookings have to be made. We made ours at 1800hrs	The Museum	Ipoh
David Hoong	5	Food good but always out of stock	The Museum	Ipoh
Wilking Lim	5	An English interior with Chinese cuisines and seafood. Must try the roasted pork noodle! The Charsiew is out of this world. Prawn egg rice is good too. Very fresh clam and wild meat crab.	The Museum	Ipoh
Alex Chew	5	Typical but extraordinarily dished, cooked with finesse. If you want to taste passion, look no further. 300rm for 7 adults. Fish, chicken, tofu, egg, awesome charsiew, spinash soup. Do home delivery please!	The Museum	Ipoh
Lim Willett	5	Highly recommended..For those that have the opportunity to try this place out is a must to go. Thier char siew or barbeque pork is a must order along with thier wonton noodle. Another dish that must order is the cold "paku" vege salad. Would go back there again for the food.	The Museum	Ipoh
parasol parako	5	The staff are nice, attentive and helpful.  The food was Thai-style Chinese food, and they were all delicious.  Please try Fried roast pork with crispy surroundings and char siu with very soft inside!	The Museum	Ipoh
Claire Chai	5	Words are not enough to describe, just bring your palate. Right fat proportion and sweetness 'char siew', basil zingy clam - you will drink till the last drop, the light yet but not light fish stew, and the flamboyant crab mee hoon. Reservation is preferred. Budget in advance too. Crowded in the evening.	The Museum	Ipoh
Samuel Wyc	5	Get the friendly waiter or waitress to intro their chef recommended food if youâ€™re first time visitor. Definitely worth trying.Btw, call to book for a table before going as it is always crowded with customers.	The Museum	Ipoh
Vern Chia Pang	5	Must visit when Ipoh... One of best char siew tasted.	The Museum	Ipoh
